rank,user,pagerank,betweenness,norm_indegree,in_degree,out_degree,composite,core_number,mean_sentiment,n_posts
30,gautamvarmadatla,0.0017173580250089155,0.0,0.2608695652173913,6,0,0.07894781277522095,3,0.4710857142857143,7
31,tsmith-perchgroup,0.0016746738582653605,2.851415585267306e-06,0.2608695652173913,6,1,0.0789315945331991,3,0.24413333333333334,9
33,nick-youngblut,0.0034615315383793406,9.69481298990884e-05,0.21739130434782608,5,1,0.0666310883586693,3,-0.04389166666666668,12
36,ChrisRawstone,0.0024295257549598976,0.0,0.21739130434782608,5,0,0.06618920160633178,2,-0.277675,4
39,Subham07,0.0023264594815771904,0.0,0.21739130434782608,5,0,0.0661479750969787,3,0.146475,4
40,ngockhanh5110,0.0021114212742118065,0.0,0.21739130434782608,5,0,0.06606195981403255,2,-0.9844333333333334,3
41,graylin-byte,0.0019129574713698597,0.0,0.21739130434782608,5,0,0.06598257429289577,3,0.14343333333333336,3
43,goingforstudying-ctrl,0.001759571968684517,1.7821347407920663e-05,0.21739130434782608,5,3,0.065926566496044,3,0.5361875,8
44,Srinivasulu2003,0.00175090860637369,0.0,0.21739130434782608,5,0,0.0659177547468973,4,0.9513666666666666,3
45,indexedakki,0.0016943943358073657,7.128538963168264e-06,0.21739130434782608,5,1,0.06589728760035972,3,-0.13956666666666664,3
46,jmoreno11,0.0016873442558399993,0.0,0.21739130434782608,5,0,0.06589232900668382,3,0.08725000000000001,8
48,bart0401,0.0015856188782760257,0.0,0.21739130434782608,5,0,0.06585163885565823,3,-0.0366,7
49,cladden,0.0015555877859604736,0.0,0.21739130434782608,5,0,0.06583962641873202,3,-0.19236666666666666,6
50,294978174,0.0015454723613054016,0.0,0.21739130434782608,5,0,0.06583558024886998,3,0.581975,4
52,amanchaudhary-95,0.0014104589752244438,0.0,0.21739130434782608,5,0,0.0657815748944376,4,-0.21428000000000003,5
53,santiagxf,0.0012495039125033555,0.0,0.21739130434782608,5,0,0.06571719286934917,3,-0.08376000000000001,5
54,tsvikas,0.005010078231417541,0.0,0.17391304347826086,4,0,0.054177944336045274,3,0.17726666666666666,3
55,deepak0x,0.0026522840617082184,0.0,0.17391304347826086,4,0,0.053234826668161546,2,0.11745000000000001,12
56,riunyfir,0.002474612224304529,0.00010407666886225666,0.17391304347826086,4,3,0.05319498093385875,2,-0.09546250000000002,8
57,miguelg719,0.002548862647077121,0.0,0.17391304347826086,4,0,0.053193458102309105,2,0.12116666666666666,3
58,tetv,0.002371429602454132,2.7563683990917287e-05,0.17391304347826086,4,1,0.053130753989657185,3,0.4357166666666667,6
59,lesong36,0.00237147136406998,0.0,0.17391304347826086,4,0,0.05312250158910625,2,0.5680999999999999,6
60,laurafbec,0.0021404305346155467,0.0,0.17391304347826086,4,0,0.05303008525732448,2,0.24557500000000002,8
63,xxxlwb,0.0019262727362267529,0.0,0.17391304347826086,4,0,0.05294442213796896,3,0.20099999999999998,3
64,thoffmann-artidis,0.0018364790462908698,0.0,0.17391304347826086,4,0,0.05290850466199461,3,-0.13793333333333335,6
66,SauravMaheshkar,0.0016672139688486281,0.0,0.17391304347826086,4,0,0.05284079863101771,2,-0.33326666666666666,3
67,Rudra-Tiwari-codes,0.0016384316264206427,0.0,0.17391304347826086,4,0,0.05282928569404652,2,0.1563,4
68,failuresmith,0.0015989272913758228,0.0,0.17391304347826086,4,0,0.052813483960028586,2,-0.33099999999999996,3
70,alvinttang,0.0014584720572120848,0.00012914536421606505,0.17391304347826086,4,3,0.05279604547562791,3,0.1381142857142857,7
74,chang923,0.0015156503807511248,0.0,0.17391304347826086,4,0,0.052780173195778705,3,0.3641,4
75,eric-burel,0.0014997880262702127,5.702831170534612e-06,0.17391304347826086,4,1,0.0527755391033375,2,-0.32839999999999997,7
78,uncle-yura,0.0014563383981585516,0.0,0.17391304347826086,4,0,0.05275644840274168,2,-0.49333333333333335,3
79,Maxew42,0.0013955786287851177,0.0,0.17391304347826086,4,0,0.052732144494992306,3,-0.9990333333333333,3
83,jaxonister,0.0012929364659864287,0.0,0.17391304347826086,4,0,0.05269108762987283,3,-0.6654,3
84,andreitava-uip,0.001273377532245363,0.0,0.17391304347826086,4,0,0.052683264056376404,3,-0.07040000000000002,3
88,Ronald-Huang-CS,0.0011295178766939301,0.0,0.17391304347826086,4,0,0.05262572019415583,3,0.05676666666666667,6
90,TideDra,0.0010549028781297487,0.0,0.17391304347826086,4,0,0.052595874194730156,3,-0.39820000000000005,3
93,tomjwxf,0.003513906158555697,0.0,0.13043478260869565,3,0,0.04053599724603097,3,0.59952,5
96,slepybear,0.0016472830579654994,0.0014819044414599626,0.13043478260869565,3,10,0.04023391933823288,3,0.5010777777777777,18
98,andrePankraz,0.002569463091997625,0.0,0.13043478260869565,3,0,0.04015822001940774,2,0.009799999999999994,3
101,Allaoua9,0.0020928120009758022,4.134552598637593e-05,0.13043478260869565,3,1,0.039979963240794926,3,0.14538571428571428,7
102,srtab,0.0020401872904070775,0.0,0.13043478260869565,3,0,0.039946509698771525,2,0.18566666666666665,3
103,CaioSBC,0.0020319950558748247,0.0,0.13043478260869565,3,0,0.03994323280495862,2,0.06043333333333333,3
104,JoeSF49,0.0020047865344893613,0.0,0.13043478260869565,3,0,0.039932349396404436,2,0.2538666666666667,3
107,rushant001,0.0018355442415893047,0.0,0.13043478260869565,3,0,0.039864652479244415,2,-0.166075,4
115,joshuavetos,0.0016639729113606455,0.0,0.13043478260869565,3,0,0.03979602394715295,2,0.23752,10
116,cloud-java,0.0016234028033057656,1.0692808444752397e-05,0.13043478260869565,3,1,0.03978300374646442,2,0.06775,4
117,ensiEridu,0.00161675369916508,0.0,0.13043478260869565,3,0,0.03977713626227472,2,-0.27554,5
119,snuffles5,0.0016029989569604336,0.0,0.13043478260869565,3,0,0.03977163436539286,2,-0.304225,4
120,davidangularme,0.0016018372945846883,0.0,0.13043478260869565,3,0,0.03977116970044257,2,0.5201380952380953,21
121,29swastik,0.0015416345155667016,0.0,0.13043478260869565,3,0,0.03974708858883537,2,0.9218999999999999,5
122,BennisonDevadoss,0.001458829644062905,9.40967143138211e-05,0.13043478260869565,3,1,0.039742195654528,2,0.27873333333333333,3
128,vivekjainmaiet,0.001440739824265316,0.0,0.13043478260869565,3,0,0.03970673071231482,2,0.046360000000000005,5
130,ardakdemir,0.0014145412912353198,0.0,0.13043478260869565,3,0,0.03969625129910282,3,0.25279999999999997,4
131,FT-Fetters,0.001400712537677365,0.0,0.13043478260869565,3,0,0.03969071979767964,2,-0.234425,4
132,brunoshine,0.0013914596160467879,0.0,0.13043478260869565,3,0,0.039687018629027404,2,-0.08191666666666668,6
133,november-pain,0.0013815215636885602,0.0,0.13043478260869565,3,0,0.039683043408084116,2,0.2759857142857143,7
135,tvu990034-create,0.001342124305458342,0.0,0.13043478260869565,3,0,0.03966728450479203,2,0.529825,4
138,yigit353,0.001301756217548387,0.0,0.13043478260869565,3,0,0.039651137269628045,2,0.2379166666666667,6
139,anmolg1997,0.0012752238176330865,0.0,0.13043478260869565,3,0,0.039640524309661924,2,-0.16305999999999998,5
140,Moskize91,0.001249253076351706,0.0,0.13043478260869565,3,0,0.039630136013149374,2,-0.24206666666666668,3
141,burakcbdn,0.001249253076351706,0.0,0.13043478260869565,3,0,0.039630136013149374,2,-0.14125,4
147,Rai220,0.0011740729955704962,0.0,0.13043478260869565,3,0,0.03960006398083689,3,-0.23786666666666667,3
151,gbaian10,0.0009733222862145375,0.00023809320136982003,0.13043478260869565,3,5,0.03959119165750545,3,-0.043253333333333324,15
155,harshinharshi,0.0011320091225982835,0.0,0.13043478260869565,3,0,0.039583238431648,3,-0.18573333333333333,3
158,kwdoug63,0.0010959294501630356,0.0,0.13043478260869565,3,0,0.039568806562673906,3,-0.12371428571428571,7
159,brochier,0.0010497764436756972,0.0,0.13043478260869565,3,0,0.03955034536007897,2,-0.11108000000000003,5
160,tlkc888-Jenkins,0.0009779977033228663,9.124529872855379e-05,0.13043478260869565,3,1,0.039549007453556405,3,0.7114772727272727,22
161,christianboris,0.0009940149884296826,0.0,0.13043478260869565,3,0,0.03952804077798056,3,-0.20546666666666666,3
163,NiuBlibing,0.000990932317427284,0.0,0.13043478260869565,3,0,0.03952680770957961,2,-0.4498666666666667,3
164,AANG-804,0.0009745462414478066,0.0,0.13043478260869565,3,0,0.03952025327918782,3,0.7084666666666667,3
165,MagMueller,0.0009726929599389587,0.0,0.13043478260869565,3,0,0.03951951196658428,3,-0.04119999999999997,4
169,roli-lpci,0.0009366683994881972,0.0,0.13043478260869565,3,0,0.03950510214240397,3,0.390775,4
